transaction_id,timestamp,amount,hour_of_day,day_of_week,is_weekend,merchant_category,device_type,location_country,new_device,transaction_count_1h,transaction_count_24h,time_since_last_transaction,is_unusual_amount,customer_age_bucket,account_age_days,is_home_location,device_risk_score,merchant_risk_score,account_risk_score,amount_log,amount_zscore,avg_transaction_amount_24h,location_change_distance,is_trusted_merchant,is_fraud
TXN00002313,2024-07-03 15:28:00,209.03703434347062,17,4,0,Online Shopping,Web,India,1,3,37,766,0,46-55,240,1,0.39046185787272425,0.7107816430116467,0.07964319904990769,4.530168643564779,-0.3694510437042002,1955.9849980409986,946.973079535866,0,0
TXN00002314,2024-07-18 09:39:00,2.2800976491269926,8,1,0,Travel,USSD,India,0,3,37,770,1,26-35,205,1,0.10850053519855396,0.17862988741395414,0.9027630546486746,4.5448698055809515,-0.4230958254236884,2733.061919985547,789.7998910752804,1,0
TXN00002315,2024-01-08 09:31:00,22.752979773917723,19,6,0,ATM,Mobile App,India,0,6,23,986,0,26-35,1881,0,0.7613416812806784,0.6207306292820035,0.8916964068324829,6.216120318884161,0.6163321614922276,3090.9675314479528,56.43793321600632,1,0
TXN00002316,2024-03-09 21:59:00,8.6549691810277,5,2,1,Online Shopping,Mobile App,Abroad,0,5,26,337,1,36-45,1063,1,0.48795314443923665,0.9707788924022676,0.4747982324774952,4.22104715670511,-1.795350548832752,2576.703380223967,434.9169085753547,0,1
TXN00002317,2024-10-30 21:45:00,304.0466342758214,15,4,0,Healthcare,USSD,India,0,7,42,844,1,46-55,534,0,0.5750659383761778,0.345914432889749,0.6971895211137266,4.4848579545031,0.45434020082267884,130.27372720030027,555.7245805621807,1,0
TXN00002318,2024-04-17 21:38:00,1.2467588899035964,17,2,0,Restaurant,USSD,India,0,3,9,724,0,36-45,2002,1,0.06288709580944618,0.12347765036495773,0.10868524316390493,6.27500352629239,0.307631216939324,3357.1469470982347,9.475085602599798,0,0
TXN00002319,2024-04-14 06:38:00,34.461093991231735,4,2,1,Healthcare,Mobile App,India,0,7,11,835,0,26-35,2014,0,0.43353940142392056,0.4199483028688813,0.5425246152601878,2.3203937209440766,-0.27525472818126484,2941.4045463034413,544.7097473823925,0,0
TXN00002320,2024-10-10 01:12:00,5.37876940889172,12,1,1,Online Shopping,POS Terminal,India,1,5,41,1295,0,36-45,350,0,0.1999145454235387,0.42811295805144167,0.9710744797963143,1.1474134109232021,-0.22249774733763922,397.02981354462577,962.2870795979695,0,0
TXN00002321,2024-08-12 15:34:00,9.878723023688956,5,0,0,Entertainment,Mobile App,India,0,1,17,43,0,36-45,3131,1,0.5466734148370849,0.6089839479181214,0.9351766498847032,5.697471097762701,-0.758205978071972,2901.8144733700046,312.3560877946564,0,0
TXN00002322,2024-08-19 15:29:00,13.444601790596739,21,6,0,ATM,Web,India,1,0,36,1098,0,36-45,2516,1,0.5999708902822928,0.20697733464599555,0.21652978750871388,1.174600906496224,-1.0004923797478165,2007.4161437845744,903.4694273217635,0,0
TXN00002323,2024-12-10 20:14:00,763.7259915229887,18,2,0,Healthcare,Web,India,0,9,43,532,0,26-35,1116,1,0.4846871952833135,0.9297976223767489,0.6849808054344928,1.1828621290676635,-0.2259638134772111,2853.875326877354,561.7763310241857,0,0
TXN00002324,2024-10-25 12:12:00,27.925523737774558,11,5,0,Fuel,Mobile App,India,1,8,49,535,0,36-45,2268,1,0.16722194897793996,0.47736174442512336,0.33257878489779846,2.3435770574766517,0.13461518698479943,4637.998983540713,374.6548044768417,0,0
TXN00002325,2024-11-04 22:25:00,1727.881536987309,14,1,0,Travel,Mobile App,India,0,7,46,499,0,55+,742,0,0.9082768366347265,0.7659882706798067,0.41848684542420533,5.5858458093507375,0.0619819319118906,1150.0929946556669,531.4787132723931,1,0
TXN00002326,2024-10-24 02:26:00,2625.883405116931,8,5,1,ATM,Web,Abroad,0,0,38,574,0,26-35,998,0,0.6269736948168975,0.12425588258678577,0.7729767379108866,3.357680927466596,1.1489280548763923,959.5786461129135,549.2280644254871,0,0
TXN00002327,2024-06-26 17:48:00,3741.970926318661,6,5,0,Fuel,Mobile App,India,1,3,0,1354,0,18-25,2150,0,0.2820622341957465,0.3271844468101367,0.9191107203903786,4.364710647984972,-0.09793108550285048,4342.012839391302,912.7970943040651,1,0
TXN00002328,2024-12-28 03:21:00,48.543784218981635,13,6,1,Online Shopping,USSD,Abroad,0,1,35,437,0,36-45,2015,1,0.6699466673714132,0.23517317972074847,0.25644466616148764,1.7813156870801363,-0.1821201846203115,4516.323251710647,472.7694570248987,1,0
TXN00002329,2024-11-23 06:09:00,83.15566047124052,18,2,0,Online Shopping,Mobile App,India,0,1,22,317,0,26-35,2977,1,0.7700372426692117,0.3917740854799505,0.8481114719111712,4.605911492681602,0.8328091486778683,4525.615870337203,488.0979488405367,0,0
TXN00002330,2024-02-14 14:00:00,116.26955969157973,19,6,1,Entertainment,Mobile App,India,1,6,4,565,1,26-35,1115,0,0.5881474513783281,0.02971653247946615,0.9352678755269844,2.794888931465442,0.43788832172834496,4179.529943859358,768.5096439252654,0,0
TXN00002331,2024-03-14 12:08:00,26.180748297840108,15,5,0,Fuel,Mobile App,India,0,9,11,1013,0,36-45,68,0,0.285878816196968,0.16703203800464572,0.7105674917109268,5.516358552568258,-2.4714922014597405,3124.078929732532,888.4550855126108,0,0
TXN00002332,2024-03-14 15:02:00,127.57960435846016,22,6,1,Healthcare,Mobile App,India,0,4,15,1420,0,26-35,766,0,0.8309257876952952,0.4578081008885886,0.3732286113222858,3.554011213336251,-0.31417985179424385,3663.0154879339,610.9533459509598,0,0
TXN00002333,2024-10-13 15:15:00,8.41156534540901,23,4,0,ATM,POS Terminal,India,0,1,4,532,0,18-25,988,1,0.14035413953421083,0.14760919680320406,0.7199414080887603,5.465371354874886,-0.13142770447844526,291.5746344042976,638.2400402809808,0,0
TXN00002334,2024-02-13 02:28:00,1.282804214733358,21,0,0,Grocery,Mobile App,India,0,0,15,537,0,36-45,750,1,0.8538182202296247,0.8686309814840179,0.6886379221442095,6.188205998089966,0.10601205219834517,1100.1377339620417,751.8567898138765,0,0
TXN00002335,2024-11-22 18:09:00,227.7547059792636,3,2,0,Healthcare,Mobile App,India,0,0,2,1052,0,26-35,358,1,0.03987674739756675,0.4064672284092452,0.663161663943882,3.2435887703546498,-0.16928483678906162,1396.9314118254795,246.96033085311063,1,0
TXN00002336,2024-04-22 02:45:00,81.0286187339301,4,5,1,Grocery,Web,Abroad,0,3,39,528,1,26-35,2234,1,0.6555972051034346,0.7874062292309936,0.9908741994423566,3.003542129966679,-1.4235278805040696,4967.791926199692,550.6982330308559,0,1
TXN00002337,2024-04-05 05:03:00,7.741661463420567,17,0,0,ATM,Mobile App,India,0,3,16,947,0,18-25,1474,1,0.8872877202244105,0.4553122105116285,0.4279249750929188,6.9507536743247265,1.8045404505748988,4651.063348617896,562.7047028251613,0,0
TXN00002338,2024-06-04 23:25:00,9.96966910804808,7,6,1,Online Shopping,USSD,India,0,1,10,1013,0,18-25,1192,1,0.5094341572187202,0.03905387896764223,0.12639045407325278,4.44892476523383,-0.4982311745682771,1260.9831664442725,83.46286319721041,1,0
TXN00002339,2024-05-21 00:07:00,1130.3059661167918,16,0,0,Fuel,Mobile App,Abroad,1,1,45,1192,1,26-35,2493,0,0.7638801595292277,0.34812271453661625,0.20200222142583402,3.545756607102093,1.2374642563976728,790.058126894281,745.3845836936265,1,0
TXN00002340,2024-06-22 10:48:00,138.13418694016295,23,4,1,Healthcare,Mobile App,India,0,3,34,789,0,36-45,2115,1,0.666675623483123,0.47740797253776557,0.7874939685900265,0.24245905516156613,-1.3935419474538313,2283.3040911258977,975.7320632830599,1,0
TXN00002341,2024-03-06 14:35:00,2.599672914693227,2,4,1,Fuel,Web,India,0,7,48,583,0,46-55,1164,1,0.23517102996652273,0.3398871875955042,0.476428130430681,3.567686296937076,2.1359328043511074,4419.096023306558,980.441475921759,0,0
TXN00002342,2024-12-20 10:10:00,5.083638141369585,3,3,0,ATM,Web,India,0,5,35,844,0,26-35,96,0,0.5762412537821374,0.5923474902133552,0.10914570879901775,5.281129162144371,1.4159965777642576,1560.4975198059656,467.3097960071448,0,0
TXN00002343,2024-06-02 10:52:00,30.454713848524996,9,0,0,ATM,Web,India,0,0,18,1008,0,18-25,488,0,0.2844350413160408,0.5513237477271439,0.02985663337181188,6.670023703526399,-1.4123059612073612,4175.053771142564,239.44600987210518,0,0
TXN00002344,2024-04-23 00:57:00,222.66350570796175,5,2,0,Restaurant,POS Terminal,Abroad,0,7,11,362,1,55+,3568,0,0.983231744469291,0.9465377869922691,0.42716838208336116,1.916135411318532,-0.7715747213641765,889.1380165454282,600.9071193563133,1,1
TXN00002345,2024-05-25 02:24:00,11.143509750304533,19,4,0,Entertainment,POS Terminal,India,1,4,40,850,0,46-55,2117,0,0.8288889620121316,0.3698082263067656,0.7548822442426006,4.1475816986110035,1.0726471312405184,845.6961881974196,533.2309614377343,0,0
TXN00002346,2024-06-13 04:40:00,38.63299292230626,1,2,0,Travel,Mobile App,India,0,9,1,1234,0,26-35,403,0,0.8713137359557286,0.26937125894611846,0.18855187125936068,3.805652598194759,0.19913828919202783,2798.4000427279584,106.01058375793171,0,0
TXN00002347,2024-08-05 04:07:00,112.74998391288287,4,0,0,Fuel,Mobile App,Abroad,0,5,26,395,1,26-35,2484,0,0.9756243640013679,0.633103958165209,0.025361918725396837,5.271364115116887,0.47942191840525855,677.687097359716,317.4771135665875,1,1
TXN00002348,2024-01-06 04:21:00,71.56004004247065,15,4,0,Entertainment,Mobile App,India,0,6,27,889,0,18-25,1342,0,0.09120109132825727,0.4263527127110801,0.9670387089586143,6.016272676401855,-1.1237886635904704,4979.331392010661,405.45274512643323,0,0
TXN00002349,2024-11-24 03:01:00,1.339139369169432,5,3,0,Restaurant,USSD,Abroad,1,9,29,512,1,55+,2739,0,0.24831269268906841,0.01127051214083663,0.12891821313646668,6.5856369632485405,-0.3934934298771343,1680.2582823115533,424.6127913025146,0,1
TXN00002350,2024-04-13 04:26:00,222.18030218964813,4,0,0,Online Shopping,USSD,Abroad,0,5,36,737,1,55+,395,0,0.6032559895001056,0.6487884059275036,0.1942236658375054,2.1368368260597697,1.311244735061532,145.19310111468644,813.7547108618451,0,1
TXN00002351,2024-09-23 05:55:00,1.7062205404287611,11,2,0,Fuel,Mobile App,India,0,2,9,274,0,18-25,2154,0,0.002171280284073318,0.6134704747455806,0.659935835801368,2.5249682131646147,-0.3389585013613262,1951.5005017219735,853.9932488233937,0,0
TXN00002352,2024-12-09 04:18:00,89.29569914425053,4,3,0,Entertainment,Mobile App,Abroad,1,9,34,1238,1,18-25,1129,1,0.14640820582690328,0.15021209426906035,0.4068251650011253,2.702005970858742,-0.06843000753413131,1862.477752906582,192.2359125687416,0,1
TXN00002353,2024-06-09 18:16:00,20.028773330363848,11,0,1,ATM,USSD,India,0,1,18,646,0,26-35,3147,0,0.42224961380682446,0.342065715596352,0.9254008793769484,1.3403745256352957,1.1747876749828738,2654.863536319572,311.7821420333108,0,0
TXN00002354,2024-04-30 18:41:00,6.312515194194108,0,4,0,ATM,Web,India,0,1,17,187,0,26-35,2953,0,0.7354625369006943,0.8451866684530702,0.9406236553976596,3.7419265209404666,0.5114608641876794,2750.247555808171,253.62415167033424,0,0
TXN00002355,2024-08-07 18:16:00,621.8554258379361,5,5,0,Online Shopping,Mobile App,Abroad,0,2,36,470,1,55+,2800,1,0.8513076344882794,0.5540723350320506,0.6734835773795597,5.418201665652732,0.49546526566091625,1254.5018464171703,981.5324600851112,1,1
TXN00002356,2024-08-17 17:34:00,14.465852073605593,2,0,0,Entertainment,Web,Abroad,1,5,2,1286,1,26-35,802,0,0.6206617774657615,0.7160686919611883,0.4332590151361615,3.5282291865571427,0.3256294181756479,4760.252978428701,386.9041486912672,0,1
TXN00002357,2024-02-27 03:19:00,19.184951990099357,11,1,0,Entertainment,Mobile App,India,0,0,17,614,0,26-35,1938,0,0.12268097679970003,0.7544588369079762,0.1631324890032667,1.1861236032254614,-0.5227784630699013,2777.662979103056,400.8870734070834,1,0
TXN00002358,2024-01-11 17:14:00,316.5459288817719,6,2,0,Grocery,Mobile App,India,1,2,20,350,0,18-25,2068,1,0.10816183901189835,0.7271104744314305,0.08996634597620967,2.057790688595818,-0.21819573250790697,1934.6687402676453,736.9557542793528,0,0
TXN00002359,2024-11-02 05:51:00,18.11968992244705,0,4,0,Travel,Mobile App,India,1,1,13,248,0,36-45,3290,0,0.48678617992125706,0.5956319031142998,0.6865728805831739,1.8637393327020593,-0.3289679845793469,3648.981944944933,333.4275519199341,0,0
TXN00002360,2024-08-22 15:53:00,11.976902683243454,12,4,0,Restaurant,Mobile App,Abroad,0,3,34,957,0,26-35,384,0,0.7571672628478486,0.6920306907197991,0.01575331931360524,2.4999069577303525,-0.41839585462791945,175.11371751240847,169.90382492358103,0,0
TXN00002361,2024-08-16 08:21:00,31.934569674980104,12,1,0,ATM,Mobile App,India,0,0,39,1398,0,26-35,2889,0,0.09106630332972676,0.8985253828871268,0.6202934732202805,3.8154670597149973,-0.19368094859480225,3549.449679707442,981.7105520238672,0,0
TXN00002362,2024-02-28 00:35:00,160.9357216961789,1,5,0,Entertainment,POS Terminal,India,0,2,49,1310,0,55+,1628,0,0.22761241602199278,0.4064405334545229,0.5425889652866267,4.259859279158741,0.45870842739967543,3134.3042128867096,781.0260645559023,0,0
TXN00002363,2024-05-02 18:46:00,984.9739652341495,9,3,0,Healthcare,Mobile App,India,0,3,39,430,0,18-25,3361,1,0.39312753782874155,0.6713861309818796,0.3683899517377406,6.239926049333529,1.7622021775112828,1593.6874943171892,994.0574632596982,1,0
TXN00002364,2024-11-30 12:39:00,21.8096303582267,3,4,1,Fuel,Web,Abroad,1,4,38,992,1,26-35,3214,1,0.6123057624222503,0.9242751503712965,0.06774668118864091,3.882752653916626,2.2886553709424735,3091.1745040306882,515.6810346104251,1,1
TXN00002365,2024-10-28 06:19:00,9.873319006112954,0,6,0,Entertainment,Mobile App,India,0,3,49,980,0,36-45,1207,1,0.7363402174690918,0.28336770640640296,0.9998778353988557,2.702534559415307,-0.7975905211670334,1857.6495928350703,881.602973343744,0,0
TXN00002366,2024-11-22 08:04:00,63.03554859663602,2,3,0,Fuel,Mobile App,Abroad,0,4,41,1425,1,36-45,1102,0,0.5331650829537529,0.31998524974600784,0.7240840286893966,7.825806203356871,0.5505576762256218,641.7154707536632,492.82909747674233,1,1
TXN00002367,2024-02-17 18:43:00,86.5118416740753,12,3,0,Travel,USSD,Abroad,0,0,21,221,0,36-45,933,0,0.4125166891836497,0.13485653645033524,0.7108754306006473,4.339258441645552,-0.34507136896695745,3162.3958378832976,91.44514284037253,0,0
TXN00002368,2024-10-27 09:08:00,11.699038652855787,23,3,1,Healthcare,USSD,India,1,7,40,370,0,26-35,185,1,0.03582451362709427,0.44824950556893284,0.7359964808852489,4.583354675703456,-1.639220635515423,926.9672634727988,496.3266199114852,0,0
TXN00002369,2024-11-27 18:22:00,216.39960805667124,1,5,0,Fuel,Mobile App,India,0,1,34,617,0,26-35,825,0,0.3033937919641968,0.10051298099486838,0.7677576866959885,1.4815672790308323,-0.5796271906896675,3398.752084302861,486.02923686068954,0,0
TXN00002370,2024-06-19 10:04:00,8.7184763931192,19,0,0,Online Shopping,Mobile App,India,0,5,8,212,0,26-35,594,1,0.38023859424270146,0.5744795993017736,0.0642640466179758,0.3269937410464465,-0.8811588022567521,2372.1717572225148,468.673230541192,1,0
TXN00002371,2024-07-29 02:03:00,3.5015444933145567,4,1,0,Healthcare,Mobile App,Abroad,0,1,15,1288,1,46-55,1243,1,0.09368140067329622,0.7749344260112715,0.12125612031208799,0.6680407097702172,0.17135412342017567,2559.38804831344,373.02351110374633,0,1
TXN00002372,2024-01-13 00:17:00,158.15104578293662,16,2,1,Grocery,USSD,India,0,1,18,178,0,26-35,2171,0,0.45926748327073486,0.5346041143800373,0.5637722500897198,3.138396934248653,0.0603053289159866,742.0599532900654,212.4040406207226,0,0
TXN00002373,2024-12-19 17:06:00,199.3732998874541,21,1,0,Travel,Web,India,0,7,2,145,0,26-35,2292,1,0.6180443550263804,0.3867800798665849,0.27299042436636645,0.9597306399916454,1.5282596360538825,2423.9614819060425,157.06127855137242,0,0
TXN00002374,2024-03-24 11:54:00,441.1130850526827,4,4,0,Restaurant,Mobile App,India,0,2,29,972,0,36-45,3611,1,0.6991004055977188,0.6461347613917642,0.8737479881542851,4.0220197850740025,0.012013917718956005,3335.0664813099565,141.14422612677157,0,0
TXN00002375,2024-05-04 00:10:00,2.2841345592793907,4,1,0,Fuel,Web,Abroad,0,7,23,608,1,18-25,1491,0,0.4666409349102665,0.15228971483653253,0.9677155204965543,5.222518313689385,0.6701932413504575,4856.435217933079,599.2278880491597,1,1
TXN00002376,2024-12-19 23:33:00,14.422217463185623,21,2,0,Fuel,POS Terminal,India,0,1,0,539,0,46-55,1226,0,0.12250760536709482,0.7831239893619794,0.7703107300252162,4.513155648005574,-2.308659961936075,267.5214856317292,868.1120344273301,0,0
TXN00002377,2024-07-16 21:56:00,96.53689566199316,3,0,0,Travel,Mobile App,Abroad,0,0,49,1082,1,26-35,1316,1,0.5572048143458826,0.1944745450626909,0.06781173332262957,5.122322146401747,0.09965185179488381,3526.8061684905474,71.62738580845385,0,1
TXN00002378,2024-08-25 01:43:00,1833.3796517711755,10,4,0,ATM,Mobile App,India,0,0,9,1125,0,46-55,2087,1,0.1550310423007467,0.15597779176378102,0.4733782166890217,3.889333596589635,-0.36078829014159075,1142.668573209311,920.0874742009985,1,0
TXN00002379,2024-09-30 17:05:00,39.709768288804284,10,0,1,Travel,Mobile App,India,0,6,30,947,0,55+,1268,0,0.2675831283327216,0.011484769441453713,0.46562655568585487,1.3319949100876403,-1.0669999071374716,1158.9406463042749,522.1706111471441,0,0
TXN00002380,2024-12-21 06:43:00,3.6949485273417584,16,4,0,Grocery,Mobile App,India,0,7,39,687,0,18-25,3592,1,0.13329728282768616,0.4920185675872003,0.5096257855186918,2.178358742488565,1.6091149281094852,3713.572218110199,938.0238578916508,0,0
TXN00002381,2024-12-18 08:05:00,98.83787974552759,18,2,1,ATM,Mobile App,India,0,0,39,1081,0,26-35,1573,0,0.08761697472467167,0.03521598911905499,0.6723879139732256,3.8448145876680457,-0.043347664669650836,1745.5150503499117,413.8465841722659,1,0
TXN00002382,2024-04-13 03:10:00,749.1299388579763,7,0,0,Travel,Mobile App,India,0,2,21,818,0,36-45,1325,0,0.16750033923597163,0.9124345064433935,0.12220426588430944,2.8233450306580496,-0.34919311136999337,2338.4343474780185,713.4311472719996,0,0
TXN00002383,2024-05-04 17:07:00,489.447833803949,19,2,0,Online Shopping,POS Terminal,India,1,3,22,346,0,18-25,804,0,0.4064315568252457,0.8698691997986359,0.6837586882104106,1.7312241542211881,-1.4174792341021802,4635.908500952286,611.3915115178384,1,0
TXN00002384,2024-10-29 12:33:00,167.93824602703555,13,2,0,Online Shopping,Mobile App,India,0,7,21,1309,0,26-35,1946,0,0.4423008756139758,0.4225717278180998,0.7966218501432994,4.737755646020137,-1.249285925348893,143.099719104179,498.4379605833854,0,0
TXN00002385,2024-09-07 14:50:00,92.32036295278132,9,5,0,Restaurant,Web,India,1,6,42,280,0,26-35,2534,0,0.6292191513759071,0.03298365304257245,0.218078614672649,5.3036845569407065,2.4638204828400894,1367.1922951128765,488.01897156827414,0,0
TXN00002386,2024-05-19 18:20:00,0.5853738249057341,6,1,1,Healthcare,Web,India,0,4,0,1215,0,26-35,3013,0,0.10912679161889538,0.847396641878023,0.4494903647286407,5.077148651167024,-1.2848384155721024,1184.4265885679538,484.905057012365,1,0
TXN00002387,2024-10-25 22:02:00,57.47401370632154,1,4,0,Online Shopping,USSD,India,0,6,4,324,0,18-25,254,0,0.31789820371556543,0.10144588690821532,0.04008578907476057,3.718517599247909,0.7215568029941787,670.1679191498595,995.9577701210976,1,0
TXN00002388,2024-05-21 02:39:00,77.96659962639046,16,3,1,Healthcare,Mobile App,India,0,1,25,462,0,26-35,1496,0,0.7642127934866767,0.8355235454693076,0.0724774178917722,6.386816184671783,-0.6079855875595435,4191.8827013731025,8.427519279775474,0,0
TXN00002389,2024-09-18 15:54:00,39.65355690001298,0,3,0,Restaurant,Mobile App,Abroad,1,6,16,77,1,26-35,999,0,0.8818610537187314,0.7008139844546106,0.4877193679258376,2.5638705610298524,0.7645645817051255,1416.817977779193,539.0165705271697,0,0
TXN00002390,2024-12-02 12:25:00,224.57276501005776,12,0,0,ATM,Mobile App,India,1,0,33,407,0,26-35,2399,0,0.6037500926492338,0.9340878475914324,0.8182213795201697,2.5428159614240418,-0.6997302397427175,4853.995577452433,70.30931145668329,0,0
TXN00002391,2024-11-24 09:30:00,38.39796235272415,18,2,0,Fuel,Web,India,0,5,47,781,1,26-35,1755,1,0.8560317589605401,0.4182309266864216,0.2507995595257265,2.062870694292724,0.4506434559906095,2599.2980645084576,955.3294757546265,0,0
TXN00002392,2024-09-23 01:00:00,26.124500487184154,13,1,1,Fuel,Mobile App,India,0,7,30,1020,0,18-25,3610,0,0.393573634829154,0.8299107825916466,0.5453295305423875,5.555307924663711,-0.6780625723171324,3513.8194082706946,91.64200763064245,1,0
TXN00002393,2024-03-21 06:38:00,436.1540223793346,17,4,0,Healthcare,Mobile App,India,0,6,33,129,0,46-55,756,0,0.10103096848972859,0.8375079097520656,0.09794516900444905,0.5036238868662896,-1.6047600294398905,598.7533226198386,139.65939630814373,1,0
TXN00002394,2024-06-22 16:20:00,23.874777631239482,19,0,1,Grocery,Web,India,1,4,13,250,1,36-45,1101,0,0.6792817077365388,0.22028910385791833,0.7744318610108971,0.5725644068291027,1.3853287391797786,3575.8379002097013,726.327285884224,0,0
TXN00002395,2024-04-02 12:41:00,62.134919660757554,13,2,1,Online Shopping,Mobile App,India,0,2,11,191,1,26-35,2758,0,0.7448268436580404,0.3476965867110905,0.9516399088029142,4.979428226811887,-1.9181653287701144,1251.3254088651527,531.5494141802437,1,0
TXN00002396,2024-04-16 08:04:00,328.6727448966134,14,5,0,Grocery,Mobile App,India,0,6,35,27,0,26-35,3504,0,0.11040484455798838,0.6587867605867311,0.3258551171919545,6.539085345312513,-1.1754372557251243,3851.19341629172,376.59926037042925,1,0
TXN00002397,2024-11-18 23:05:00,7.233062273695911,13,3,1,Grocery,Web,India,0,8,14,849,0,26-35,777,1,0.12519916015130428,0.19958828051731692,0.8753230965342609,4.9532838812468505,1.4938821367869202,4737.705711776417,775.953212743754,1,0
TXN00002398,2024-05-22 07:23:00,5.8219038816334425,23,3,0,Fuel,USSD,India,0,9,2,393,0,36-45,672,0,0.0018330874203595915,0.8232327018284199,0.07347013036090722,3.1690082957754457,-0.12171624190169124,1973.871120260808,34.1908255982325,0,0
TXN00002399,2024-01-06 13:56:00,825.4100649751192,4,4,1,Online Shopping,Mobile App,India,0,6,8,27,1,36-45,2378,1,0.6288020101191063,0.46285896250928726,0.2779502371201027,4.8377821659234765,-0.1697231789059772,2762.112481993697,235.4650324541061,1,0
TXN00002400,2024-04-17 02:45:00,16.686099251081025,15,4,1,Fuel,Mobile App,India,0,0,9,346,0,55+,815,0,0.35265687905976917,0.8800184800264562,0.5166039348125663,2.474903280193605,1.0076395384129186,1742.913526747278,269.7447122657003,0,0
TXN00002401,2024-05-20 19:07:00,218.08063143497532,4,4,0,Healthcare,Web,India,0,9,4,1393,0,36-45,3022,0,0.4278745078377243,0.5985791548361898,0.442646924518852,7.353518181253144,1.8235309946668024,268.77071250084805,794.5790608316747,0,0
TXN00002402,2024-07-18 15:56:00,1.5673055523919641,21,0,0,Entertainment,Mobile App,India,0,6,1,1387,0,36-45,1122,0,0.06318468745327221,0.46665828087118255,0.19415623474349708,4.358960542760243,-0.3151310476389595,487.61041581243325,44.1713162679177,0,0
TXN00002403,2024-08-12 18:20:00,0.8042327774626136,2,4,1,Grocery,Mobile App,Abroad,0,9,25,1070,1,18-25,1678,1,0.0063003957333351845,0.8531130217505751,0.809216442138266,4.414572340116872,0.7020481989128359,2293.5723165414565,457.9722740178226,0,1
TXN00002404,2024-08-19 10:59:00,293.9015943436275,5,0,0,Travel,USSD,Abroad,0,1,5,836,1,36-45,2147,0,0.37063667575163883,0.06479661969237416,0.1828501371115847,1.681138093326688,0.6026051088376132,4998.487410850603,138.0545284229434,1,1
TXN00002405,2024-02-11 07:40:00,114.52212225530192,4,1,0,Online Shopping,USSD,Abroad,0,6,44,237,1,26-35,675,0,0.6817717824863765,0.04720380914269373,0.2808483871156372,6.766888105365555,-0.41756618600392764,4462.069790231463,869.3905153553993,0,1
TXN00002406,2024-04-26 10:07:00,115.26834942785554,4,2,0,Travel,Web,India,0,4,5,699,0,46-55,2001,1,0.017996443494587067,0.32539728779246113,0.22109314990400675,1.3931744871831562,-0.34791278424260763,1436.5331966851536,986.8413142702942,0,0
TXN00002407,2024-06-13 06:07:00,2320.220736597961,20,3,0,Entertainment,Mobile App,India,0,5,4,1227,0,36-45,2435,0,0.015562958012152128,0.34599752321790245,0.08665573838841945,7.7820634903102555,0.19865174113993161,4770.719220941815,608.3001891077246,1,0
TXN00002408,2024-10-29 09:57:00,10.297818264906024,3,6,1,Entertainment,Web,Abroad,1,5,45,772,1,26-35,3215,1,0.10739591401160886,0.40781573735695786,0.21801116169777068,4.099527733046754,0.4550206345411469,1372.9485541580027,928.6707639796343,0,1
TXN00002409,2024-10-02 07:32:00,58.93150212380839,5,6,0,Entertainment,Mobile App,India,0,9,27,930,0,26-35,1555,1,0.9421824261437894,0.3102922436263772,0.26081707698082046,4.836938123832975,0.07506846988703879,4551.165131727319,387.30320316535006,1,0
TXN00002410,2024-10-11 01:44:00,1048.307430069209,12,0,1,Healthcare,Mobile App,India,0,2,18,389,0,36-45,242,0,0.7828914945967483,0.8237844850350724,0.2097438606364035,4.471062013155277,-0.1859461681941485,957.8992982442712,790.688284937332,1,0
TXN00002411,2024-01-02 15:12:00,6.1350594781550685,15,2,0,Fuel,Mobile App,India,1,8,23,1019,0,26-35,807,0,0.2674062075092757,0.9680152740193773,0.004207857157401351,3.85808108033479,-0.47245442614795913,4666.535575582496,638.718639395857,1,0
TXN00002412,2024-04-02 08:44:00,16.954714359431104,9,5,0,Restaurant,Mobile App,India,0,2,36,1056,0,26-35,899,0,0.10272470784635923,0.7013886901095654,0.7156318490173709,3.063103803695069,-1.1541424421011288,1207.6890478829973,497.90728593326895,0,0
TXN00002413,2024-08-30 08:20:00,1.5926982523650193,1,4,0,Entertainment,Mobile App,India,1,1,25,848,0,36-45,1429,0,0.09733243343086906,0.7319674749332635,0.5190678957747917,2.1502242723314895,-1.6238668916184993,673.6212063964057,371.8177429566118,1,0
TXN00002414,2024-02-04 18:58:00,4796.7722286656735,12,3,1,Restaurant,Mobile App,India,0,1,14,291,1,26-35,3133,0,0.3451619914948899,0.8135241751506519,0.530380382695923,4.90651331435806,-0.5939093523920043,2905.4630075682153,262.43004397166425,0,0
TXN00002415,2024-09-16 22:33:00,0.6642604168545608,16,5,0,ATM,Mobile App,India,0,6,40,776,0,26-35,1078,0,0.14357493093247176,0.3498774234814849,0.5170310369181178,5.1338785545802725,0.6984553912594393,1381.7341853687776,78.10845441449598,0,0
TXN00002416,2024-06-20 15:59:00,269.66256153433665,0,0,0,ATM,Mobile App,India,0,6,15,569,0,26-35,3000,0,0.22956530652385332,0.5028571547302365,0.5820445103826192,3.4905658716304075,-1.9846633400256979,725.9586826885126,991.5619571955942,0,0
TXN00002417,2024-03-28 13:00:00,7.724191727943266,4,4,1,Online Shopping,POS Terminal,Abroad,1,1,30,1023,1,36-45,1807,1,0.35884631793353017,0.9986889861952787,0.3359826185665825,2.750227993856142,-0.9398138486514637,2124.30537183837,655.6806318382307,0,1
